menu_item_id,restaurant_id,item_name,price
R38410673_4,R38410673,Tempura,18.34
R38410673_5,R38410673,Udon,13.72
R38410673_6,R38410673,Miso Soup,6.59
R38410673_7,R38410673,Teriyaki Chicken,21.18
R38410673_8,R38410673,Takoyaki,7.42
R38410673_9,R38410673,Gyoza,7.45
R38410673_10,R38410673,Mochi,3.69
R38410673_11,R38410673,Katsu Curry,19.19
R38410673_12,R38410673,Onigiri,5.54
R38410673_13,R38410673,Yakisoba,12.97
R38410673_14,R38410673,Sukiyaki,14.93
R38410673_15,R38410673,Matcha Ice Cream,7.75
R95792869_1,R95792869,Paella,12.06
R95792869_2,R95792869,Tapas,10.83
R95792869_3,R95792869,Churros,5.27
R95792869_4,R95792869,Tortilla Espanola,8.65
R95792869_5,R95792869,Gazpacho,8.42
R95792869_6,R95792869,Patatas Bravas,10.28
R95792869_7,R95792869,Jamon Iberico,15.59
R95792869_8,R95792869,Pisto,13.55
R95792869_9,R95792869,Croquetas,10.24
R95792869_10,R95792869,Albondigas,9.54
R95792869_11,R95792869,Pulpo a la Gallega,19.51
R95792869_12,R95792869,Empanadas,6.59
R95792869_13,R95792869,Crema Catalana,6.49
R95792869_14,R95792869,Manchego Cheese,7.29
R95792869_15,R95792869,Pimientos de Padron,5.63
R63530221_1,R63530221,Burger,10.19
R63530221_2,R63530221,BBQ Ribs,13.83
R63530221_3,R63530221,Fried Chicken,11.54
R63530221_4,R63530221,Hot Dogs,6.19
R63530221_5,R63530221,Apple Pie,5.7
R63530221_6,R63530221,Mac and Cheese,10.78
R63530221_7,R63530221,Buffalo Wings,10.48
R63530221_8,R63530221,Grilled Cheese,8.59
R63530221_9,R63530221,Pancakes,9.32
R63530221_10,R63530221,Clam Chowder,12.21
R63530221_11,R63530221,Philly Cheesesteak,15.64
R63530221_12,R63530221,Cornbread,4.74
R63530221_13,R63530221,Meatloaf,11.14
R63530221_14,R63530221,Chocolate Chip Cookies,2.97
R63530221_15,R63530221,Cheesecake,8.76
R76263720_1,R76263720,Paella,17.85
R76263720_2,R76263720,Tapas,13.1
R76263720_3,R76263720,Churros,5.17
R76263720_4,R76263720,Tortilla Espanola,12.25
R76263720_5,R76263720,Gazpacho,5.58
R76263720_6,R76263720,Patatas Bravas,9.65
R76263720_7,R76263720,Jamon Iberico,13.14
R76263720_8,R76263720,Pisto,10.92
R76263720_9,R76263720,Croquetas,10.64
R76263720_10,R76263720,Albondigas,10.65
R76263720_11,R76263720,Pulpo a la Gallega,20.03
R76263720_12,R76263720,Empanadas,8.78
R76263720_13,R76263720,Crema Catalana,5.92
R76263720_14,R76263720,Manchego Cheese,7.4
R76263720_15,R76263720,Pimientos de Padron,5.66
R57036247_1,R57036247,Burger,8.8
R57036247_2,R57036247,BBQ Ribs,21.17
R57036247_3,R57036247,Fried Chicken,10.68
R57036247_4,R57036247,Hot Dogs,7.1
R57036247_5,R57036247,Apple Pie,6.6
R57036247_6,R57036247,Mac and Cheese,11.34
R57036247_7,R57036247,Buffalo Wings,12.25
R57036247_8,R57036247,Grilled Cheese,10.12
R57036247_9,R57036247,Pancakes,9.23
R57036247_10,R57036247,Clam Chowder,11.13
R57036247_11,R57036247,Philly Cheesesteak,12.82
R57036247_12,R57036247,Cornbread,4.1
R57036247_13,R57036247,Meatloaf,16.71
R57036247_14,R57036247,Chocolate Chip Cookies,2.66
R57036247_15,R57036247,Cheesecake,8.09
R79998897_1,R79998897,Spring Rolls,7.65
R79998897_2,R79998897,Kung Pao Chicken,11.81
R79998897_3,R79998897,Sweet and Sour Pork,15.58
R79998897_4,R79998897,Fried Rice,7.11
R79998897_5,R79998897,Dumplings,10.18
R79998897_6,R79998897,Hot and Sour Soup,7.65
R79998897_7,R79998897,Peking Duck,19.42
R79998897_8,R79998897,Chow Mein,15.35
R79998897_9,R79998897,General Tso's Chicken,11.18
R79998897_10,R79998897,Egg Drop Soup,6.63
R79998897_11,R79998897,Szechuan Beef,15.15
R79998897_12,R79998897,Lo Mein,10.46
R79998897_13,R79998897,Orange Chicken,12.56
R79998897_14,R79998897,Mapo Tofu,12.67
R79998897_15,R79998897,Moo Shu Pork,13.11
R26007183_1,R26007183,Burger,9.52
R26007183_2,R26007183,BBQ Ribs,18.04
R26007183_3,R26007183,Fried Chicken,12.84
R26007183_4,R26007183,Hot Dogs,7.91
R26007183_5,R26007183,Apple Pie,5.61
R26007183_6,R26007183,Mac and Cheese,10.31
R26007183_7,R26007183,Buffalo Wings,11.44
R26007183_8,R26007183,Grilled Cheese,7.39
R26007183_9,R26007183,Pancakes,6.19
R26007183_10,R26007183,Clam Chowder,10.24
R26007183_11,R26007183,Philly Cheesesteak,11.27
R26007183_12,R26007183,Cornbread,3.76
R26007183_13,R26007183,Meatloaf,15.68
R26007183_14,R26007183,Chocolate Chip Cookies,4.41
R26007183_15,R26007183,Cheesecake,6.2
R80930845_1,R80930845,Sushi,15.76
R80930845_2,R80930845,Sashimi,21.81
R80930845_3,R80930845,Ramen,15.85
R80930845_4,R80930845,Tempura,14.89
R80930845_5,R80930845,Udon,11.34
R80930845_6,R80930845,Miso Soup,5.54
R80930845_7,R80930845,Teriyaki Chicken,19.14
R80930845_8,R80930845,Takoyaki,7.58
R80930845_9,R80930845,Gyoza,8.6
R80930845_10,R80930845,Mochi,5.78
R80930845_11,R80930845,Katsu Curry,14.95
R80930845_12,R80930845,Onigiri,4.56
R80930845_13,R80930845,Yakisoba,11.87
R80930845_14,R80930845,Sukiyaki,21.46
R80930845_15,R80930845,Matcha Ice Cream,5.46
R93732209_1,R93732209,Butter Chicken,18.32
R93732209_2,R93732209,Tandoori Chicken,11.42
R93732209_3,R93732209,Paneer Tikka,12.38
R93732209_4,R93732209,Naan,2.87
R93732209_5,R93732209,Biryani,16.25
R93732209_6,R93732209,Samosas,5.29
R93732209_7,R93732209,Chole Bhature,10.4
R93732209_8,R93732209,Palak Paneer,13.9
R93732209_9,R93732209,Rogan Josh,19.36
R93732209_10,R93732209,Gulab Jamun,7.79
R93732209_11,R93732209,Dal Makhani,12.41
R93732209_12,R93732209,Masala Dosa,9.41
R93732209_13,R93732209,Aloo Gobi,8.3
R93732209_14,R93732209,Kheer,5.38
R93732209_15,R93732209,Lassi,3.91
R60446522_1,R60446522,Burger,12.64
R60446522_2,R60446522,BBQ Ribs,14.32
R60446522_3,R60446522,Fried Chicken,15.8
R60446522_4,R60446522,Hot Dogs,8.74
R60446522_5,R60446522,Apple Pie,7.14
R60446522_6,R60446522,Mac and Cheese,12.32
R60446522_7,R60446522,Buffalo Wings,9.02
R60446522_8,R60446522,Grilled Cheese,6.91
R60446522_9,R60446522,Pancakes,6.09
R60446522_10,R60446522,Clam Chowder,9.22
R60446522_11,R60446522,Philly Cheesesteak,10.37
R60446522_12,R60446522,Cornbread,4.93
R60446522_13,R60446522,Meatloaf,17.83
R60446522_14,R60446522,Chocolate Chip Cookies,3.46
R60446522_15,R60446522,Cheesecake,5.29
R50912642_1,R50912642,Spaghetti,18.16
R50912642_2,R50912642,Lasagna,14.09
R50912642_3,R50912642,Ravioli,12.91
R50912642_4,R50912642,Margherita Pizza,12.84
R50912642_5,R50912642,Fettuccine Alfredo,15.57
R50912642_6,R50912642,Bruschetta,9.06
R50912642_7,R50912642,Tiramisu,5.53
R50912642_8,R50912642,Risotto,21.35
R50912642_9,R50912642,Pesto Pasta,15.3
R50912642_10,R50912642,Carbonara,19.43
R50912642_11,R50912642,Caprese Salad,9.55
R50912642_12,R50912642,Gnocchi,15.95
R50912642_13,R50912642,Calzone,13.72
R50912642_14,R50912642,Minestrone Soup,9.89
R50912642_15,R50912642,Gelato,4.51
R96969920_1,R96969920,Gyro,9.14
R96969920_2,R96969920,Souvlaki,10.14
R96969920_3,R96969920,Moussaka,10.7
R96969920_4,R96969920,Spanakopita,11.21
R96969920_5,R96969920,Greek Salad,10.87
R96969920_6,R96969920,Baklava,7.04
R96969920_7,R96969920,Tzatziki,3.8
R96969920_8,R96969920,Dolmades,7.37
R96969920_9,R96969920,Saganaki,10.3
R96969920_10,R96969920,Lamb Kleftiko,16.18
R96969920_11,R96969920,Feta Cheese,6.76
R96969920_12,R96969920,Pastitsio,11.63
R96969920_13,R96969920,Loukoumades,7.72
R96969920_14,R96969920,Taramasalata,7.68
R96969920_15,R96969920,Galaktoboureko,7.75
R93329862_1,R93329862,Pad Thai,13.0
R93329862_2,R93329862,Green Curry,14.92
R93329862_3,R93329862,Tom Yum Soup,7.96
R93329862_4,R93329862,Massaman Curry,13.65
R93329862_5,R93329862,Satay,10.47
R93329862_6,R93329862,Som Tum,13.61
R93329862_7,R93329862,Pad See Ew,10.8
R93329862_8,R93329862,Mango Sticky Rice,7.26
R93329862_9,R93329862,Red Curry,11.83
R93329862_10,R93329862,Panang Curry,10.91
R93329862_11,R93329862,Thai Fried Rice,8.74
R93329862_12,R93329862,Larb,12.38
R93329862_13,R93329862,Tom Kha Gai,9.85
R93329862_14,R93329862,Spring Rolls,7.31
R93329862_15,R93329862,Fish Cakes,10.35
R93785618_1,R93785618,Butter Chicken,20.74
R93785618_2,R93785618,Tandoori Chicken,11.19
R93785618_3,R93785618,Paneer Tikka,12.5
R93785618_4,R93785618,Naan,3.06
R93785618_5,R93785618,Biryani,16.05
R93785618_6,R93785618,Samosas,6.02
R93785618_7,R93785618,Chole Bhature,13.38
R93785618_8,R93785618,Palak Paneer,16.73
R93785618_9,R93785618,Rogan Josh,15.03
R93785618_10,R93785618,Gulab Jamun,6.4
R93785618_11,R93785618,Dal Makhani,11.89
R93785618_12,R93785618,Masala Dosa,9.51
R93785618_13,R93785618,Aloo Gobi,6.48
R93785618_14,R93785618,Kheer,4.58
R93785618_15,R93785618,Lassi,4.59
R14989430_1,R14989430,Gyro,11.56
R14989430_2,R14989430,Souvlaki,12.17
R14989430_3,R14989430,Moussaka,14.72
R14989430_4,R14989430,Spanakopita,7.89
R14989430_5,R14989430,Greek Salad,7.09
R14989430_6,R14989430,Baklava,6.13
R14989430_7,R14989430,Tzatziki,5.59
R14989430_8,R14989430,Dolmades,7.66
R14989430_9,R14989430,Saganaki,12.12
R14989430_10,R14989430,Lamb Kleftiko,20.76
R14989430_11,R14989430,Feta Cheese,5.64
R14989430_12,R14989430,Pastitsio,16.0
R14989430_13,R14989430,Loukoumades,5.09
R14989430_14,R14989430,Taramasalata,5.76
R14989430_15,R14989430,Galaktoboureko,4.33
R71666946_1,R71666946,Gyro,12.0
R71666946_2,R71666946,Souvlaki,13.13
R71666946_3,R71666946,Moussaka,15.46
R71666946_4,R71666946,Spanakopita,7.74
R71666946_5,R71666946,Greek Salad,8.79
R71666946_6,R71666946,Baklava,4.6
R71666946_7,R71666946,Tzatziki,5.02
R71666946_8,R71666946,Dolmades,7.62
R71666946_9,R71666946,Saganaki,12.33
R71666946_10,R71666946,Lamb Kleftiko,17.09
R71666946_11,R71666946,Feta Cheese,6.88
R71666946_12,R71666946,Pastitsio,14.2
R71666946_13,R71666946,Loukoumades,5.41
R71666946_14,R71666946,Taramasalata,6.21
R71666946_15,R71666946,Galaktoboureko,6.19
R46885257_1,R46885257,Gyro,12.35
R46885257_2,R46885257,Souvlaki,9.7
R46885257_3,R46885257,Moussaka,15.05
R46885257_4,R46885257,Spanakopita,7.82
R46885257_5,R46885257,Greek Salad,8.53
R46885257_6,R46885257,Baklava,6.65
R46885257_7,R46885257,Tzatziki,4.13
R46885257_8,R46885257,Dolmades,9.09
R46885257_9,R46885257,Saganaki,8.35
R46885257_10,R46885257,Lamb Kleftiko,16.62
R46885257_11,R46885257,Feta Cheese,5.62
R46885257_12,R46885257,Pastitsio,11.63
R46885257_13,R46885257,Loukoumades,5.03
R46885257_14,R46885257,Taramasalata,9.23
R46885257_15,R46885257,Galaktoboureko,5.39
R68909182_1,R68909182,Spaghetti,18.49
R68909182_2,R68909182,Lasagna,18.9
R68909182_3,R68909182,Ravioli,19.78
R68909182_4,R68909182,Margherita Pizza,10.97
R68909182_5,R68909182,Fettuccine Alfredo,12.24
R68909182_6,R68909182,Bruschetta,10.21
R68909182_7,R68909182,Tiramisu,9.17
R68909182_8,R68909182,Risotto,16.99
R68909182_9,R68909182,Pesto Pasta,10.31
R68909182_10,R68909182,Carbonara,11.71
R68909182_11,R68909182,Caprese Salad,12.14
R68909182_12,R68909182,Gnocchi,14.68
R68909182_13,R68909182,Calzone,12.36
R68909182_14,R68909182,Minestrone Soup,8.58
R68909182_15,R68909182,Gelato,5.04
R75397118_1,R75397118,Gyro,15.5
R75397118_2,R75397118,Souvlaki,14.83
R75397118_3,R75397118,Moussaka,11.46
R75397118_4,R75397118,Spanakopita,9.34
R75397118_5,R75397118,Greek Salad,6.47
R75397118_6,R75397118,Baklava,5.36
R75397118_7,R75397118,Tzatziki,5.04
R75397118_8,R75397118,Dolmades,5.87
R75397118_9,R75397118,Saganaki,10.88
R75397118_10,R75397118,Lamb Kleftiko,17.97
R75397118_11,R75397118,Feta Cheese,4.38
R75397118_12,R75397118,Pastitsio,13.11
R75397118_13,R75397118,Loukoumades,6.57
R75397118_14,R75397118,Taramasalata,6.72
R75397118_15,R75397118,Galaktoboureko,6.25
R38616249_1,R38616249,Sushi,18.62
R38616249_2,R38616249,Sashimi,20.67
R38616249_3,R38616249,Ramen,13.39
R38616249_4,R38616249,Tempura,17.03
R38616249_5,R38616249,Udon,16.81
R38616249_6,R38616249,Miso Soup,5.27
R38616249_7,R38616249,Teriyaki Chicken,15.58
R38616249_8,R38616249,Takoyaki,10.42
R38616249_9,R38616249,Gyoza,5.6
R38616249_10,R38616249,Mochi,3.63
R38616249_11,R38616249,Katsu Curry,19.62
R38616249_12,R38616249,Onigiri,7.05
R38616249_13,R38616249,Yakisoba,15.52
R38616249_14,R38616249,Sukiyaki,15.26
R38616249_15,R38616249,Matcha Ice Cream,7.36
R52268516_1,R52268516,Croissant,4.12
R52268516_2,R52268516,Baguette,2.08
R52268516_3,R52268516,Ratatouille,10.43
R52268516_4,R52268516,Crepes,10.13
R52268516_5,R52268516,Quiche,12.04
R52268516_6,R52268516,Bouillabaisse,19.64
R52268516_7,R52268516,Coq au Vin,21.55
R52268516_8,R52268516,Escargot,12.17
R52268516_9,R52268516,Beef Bourguignon,19.29
R52268516_10,R52268516,Macarons,6.03
R52268516_11,R52268516,Souffle,6.44
R52268516_12,R52268516,Croque Monsieur,10.28
R52268516_13,R52268516,Nicoise Salad,11.53
R52268516_14,R52268516,Creme Brulee,8.64
R52268516_15,R52268516,Tarte Tatin,10.5
R64298433_1,R64298433,Spaghetti,11.33
R64298433_2,R64298433,Lasagna,14.46
R64298433_3,R64298433,Ravioli,18.0
R64298433_4,R64298433,Margherita Pizza,8.88
R64298433_5,R64298433,Fettuccine Alfredo,14.63
R64298433_6,R64298433,Bruschetta,8.76
R64298433_7,R64298433,Tiramisu,7.82
R64298433_8,R64298433,Risotto,24.15
R64298433_9,R64298433,Pesto Pasta,12.73
R64298433_10,R64298433,Carbonara,15.49
R64298433_11,R64298433,Caprese Salad,11.25
R64298433_12,R64298433,Gnocchi,12.78
R64298433_13,R64298433,Calzone,15.36
R64298433_14,R64298433,Minestrone Soup,8.27
R64298433_15,R64298433,Gelato,7.74
R95949599_1,R95949599,Tacos,8.66
R95949599_2,R95949599,Burritos,11.58
R95949599_3,R95949599,Enchiladas,13.34
R95949599_4,R95949599,Quesadillas,7.51
R95949599_5,R95949599,Nachos,6.12
R95949599_6,R95949599,Fajitas,18.61
R95949599_7,R95949599,Guacamole,6.77
R95949599_8,R95949599,Churros,5.93
R95949599_9,R95949599,Tamales,10.73
R95949599_10,R95949599,Tortilla Soup,7.72
R95949599_11,R95949599,Carnitas,12.87
R95949599_12,R95949599,Chimichangas,11.59
R95949599_13,R95949599,Huevos Rancheros,10.83
R95949599_14,R95949599,Salsa,5.37
R95949599_15,R95949599,Pozole,10.23
R83480992_1,R83480992,Pad Thai,16.55
R83480992_2,R83480992,Green Curry,9.41
R83480992_3,R83480992,Tom Yum Soup,7.53
R83480992_4,R83480992,Massaman Curry,13.42
R83480992_5,R83480992,Satay,11.96
R83480992_6,R83480992,Som Tum,10.26
R83480992_7,R83480992,Pad See Ew,10.72
R83480992_8,R83480992,Mango Sticky Rice,7.17
R83480992_9,R83480992,Red Curry,11.5
R83480992_10,R83480992,Panang Curry,13.29
R83480992_11,R83480992,Thai Fried Rice,10.15
R83480992_12,R83480992,Larb,10.22
R83480992_13,R83480992,Tom Kha Gai,7.94
R83480992_14,R83480992,Spring Rolls,6.3
R83480992_15,R83480992,Fish Cakes,10.66
R63006509_1,R63006509,Sushi,23.18
R63006509_2,R63006509,Sashimi,18.74
R63006509_3,R63006509,Ramen,13.1
R63006509_4,R63006509,Tempura,15.83
R63006509_5,R63006509,Udon,11.37
R63006509_6,R63006509,Miso Soup,6.98
R63006509_7,R63006509,Teriyaki Chicken,15.75
R63006509_8,R63006509,Takoyaki,7.77
R63006509_9,R63006509,Gyoza,6.64
R63006509_10,R63006509,Mochi,4.48
R63006509_11,R63006509,Katsu Curry,19.22
R63006509_12,R63006509,Onigiri,4.61
R63006509_13,R63006509,Yakisoba,10.09
R63006509_14,R63006509,Sukiyaki,14.78
R63006509_15,R63006509,Matcha Ice Cream,5.9
R31039131_1,R31039131,Paella,12.5
R31039131_2,R31039131,Tapas,8.85
R31039131_3,R31039131,Churros,3.93
R31039131_4,R31039131,Tortilla Espanola,7.46
R31039131_5,R31039131,Gazpacho,5.4
R31039131_6,R31039131,Patatas Bravas,6.94
R31039131_7,R31039131,Jamon Iberico,16.73
R31039131_8,R31039131,Pisto,10.33
R31039131_9,R31039131,Croquetas,6.19
R31039131_10,R31039131,Albondigas,9.97
R31039131_11,R31039131,Pulpo a la Gallega,14.19
R31039131_12,R31039131,Empanadas,6.44
R31039131_13,R31039131,Crema Catalana,5.96
R31039131_14,R31039131,Manchego Cheese,9.71
R31039131_15,R31039131,Pimientos de Padron,9.0
R56120637_1,R56120637,Butter Chicken,12.1
R56120637_2,R56120637,Tandoori Chicken,14.57
R56120637_3,R56120637,Paneer Tikka,18.25
R56120637_4,R56120637,Naan,3.21
R56120637_5,R56120637,Biryani,10.89
R56120637_6,R56120637,Samosas,5.65
R56120637_7,R56120637,Chole Bhature,10.27
R56120637_8,R56120637,Palak Paneer,16.83
R56120637_9,R56120637,Rogan Josh,15.08
R56120637_10,R56120637,Gulab Jamun,4.77
R56120637_11,R56120637,Dal Makhani,13.69
R56120637_12,R56120637,Masala Dosa,7.85
R56120637_13,R56120637,Aloo Gobi,8.31
R56120637_14,R56120637,Kheer,6.19
R56120637_15,R56120637,Lassi,3.2
R34320149_1,R34320149,Spaghetti,17.0
R34320149_2,R34320149,Lasagna,15.87
R34320149_3,R34320149,Ravioli,20.34
R34320149_4,R34320149,Margherita Pizza,10.31
R34320149_5,R34320149,Fettuccine Alfredo,16.63
R34320149_6,R34320149,Bruschetta,9.51
R34320149_7,R34320149,Tiramisu,6.81
R34320149_8,R34320149,Risotto,16.08
R34320149_9,R34320149,Pesto Pasta,11.52
R34320149_10,R34320149,Carbonara,19.53
R34320149_11,R34320149,Caprese Salad,9.78
R34320149_12,R34320149,Gnocchi,18.39
R34320149_13,R34320149,Calzone,14.79
R34320149_14,R34320149,Minestrone Soup,9.85
R34320149_15,R34320149,Gelato,6.9
R95961868_1,R95961868,Butter Chicken,12.58
R95961868_2,R95961868,Tandoori Chicken,14.75
R95961868_3,R95961868,Paneer Tikka,11.12
R95961868_4,R95961868,Naan,3.6
R95961868_5,R95961868,Biryani,13.05
R95961868_6,R95961868,Samosas,5.63
R95961868_7,R95961868,Chole Bhature,12.79
R95961868_8,R95961868,Palak Paneer,13.57
R95961868_9,R95961868,Rogan Josh,19.18
R95961868_10,R95961868,Gulab Jamun,4.87
R95961868_11,R95961868,Dal Makhani,13.51
R95961868_12,R95961868,Masala Dosa,10.05
R95961868_13,R95961868,Aloo Gobi,8.05
R95961868_14,R95961868,Kheer,4.23
R95961868_15,R95961868,Lassi,3.71
R36904776_1,R36904776,Sushi,14.65
R36904776_2,R36904776,Sashimi,14.54
R36904776_3,R36904776,Ramen,13.67
R36904776_4,R36904776,Tempura,18.15
R36904776_5,R36904776,Udon,11.0
R36904776_6,R36904776,Miso Soup,7.0
R36904776_7,R36904776,Teriyaki Chicken,17.67
R36904776_8,R36904776,Takoyaki,6.01
R36904776_9,R36904776,Gyoza,6.26
R36904776_10,R36904776,Mochi,5.27
R36904776_11,R36904776,Katsu Curry,15.68
R36904776_12,R36904776,Onigiri,6.36
R36904776_13,R36904776,Yakisoba,11.0
R36904776_14,R36904776,Sukiyaki,17.3
R36904776_15,R36904776,Matcha Ice Cream,7.19
R67790634_1,R67790634,Spaghetti,16.06
R67790634_2,R67790634,Lasagna,16.3
R67790634_3,R67790634,Ravioli,15.13
R67790634_4,R67790634,Margherita Pizza,11.33
R67790634_5,R67790634,Fettuccine Alfredo,17.79
R67790634_6,R67790634,Bruschetta,8.02
R67790634_7,R67790634,Tiramisu,6.51
R67790634_8,R67790634,Risotto,21.69
R67790634_9,R67790634,Pesto Pasta,16.45
R67790634_10,R67790634,Carbonara,11.81
R67790634_11,R67790634,Caprese Salad,12.09
R67790634_12,R67790634,Gnocchi,15.52
R67790634_13,R67790634,Calzone,16.51
R67790634_14,R67790634,Minestrone Soup,8.49
R67790634_15,R67790634,Gelato,6.05
R66135998_1,R66135998,Paella,14.04
R66135998_2,R66135998,Tapas,8.55
R66135998_3,R66135998,Churros,5.77
R66135998_4,R66135998,Tortilla Espanola,11.8
R66135998_5,R66135998,Gazpacho,8.42
R66135998_6,R66135998,Patatas Bravas,9.34
R66135998_7,R66135998,Jamon Iberico,14.73
R66135998_8,R66135998,Pisto,10.26
R66135998_9,R66135998,Croquetas,10.3
R66135998_10,R66135998,Albondigas,7.79
R66135998_11,R66135998,Pulpo a la Gallega,12.55
R66135998_12,R66135998,Empanadas,5.86
R66135998_13,R66135998,Crema Catalana,4.92
R66135998_14,R66135998,Manchego Cheese,6.47
R66135998_15,R66135998,Pimientos de Padron,6.18
R43852496_1,R43852496,Croissant,4.52
R43852496_2,R43852496,Baguette,3.04
R43852496_3,R43852496,Ratatouille,14.71
R43852496_4,R43852496,Crepes,7.18
R43852496_5,R43852496,Quiche,10.76
R43852496_6,R43852496,Bouillabaisse,16.27
R43852496_7,R43852496,Coq au Vin,16.2
R43852496_8,R43852496,Escargot,10.91
R43852496_9,R43852496,Beef Bourguignon,18.82
R43852496_10,R43852496,Macarons,7.52
R43852496_11,R43852496,Souffle,6.37
R43852496_12,R43852496,Croque Monsieur,8.56
R43852496_13,R43852496,Nicoise Salad,10.62
R43852496_14,R43852496,Creme Brulee,6.71
R43852496_15,R43852496,Tarte Tatin,12.27
R47934566_1,R47934566,Spring Rolls,4.91
R47934566_2,R47934566,Kung Pao Chicken,17.52
R47934566_3,R47934566,Sweet and Sour Pork,16.71
R47934566_4,R47934566,Fried Rice,7.15
R47934566_5,R47934566,Dumplings,7.42
R47934566_6,R47934566,Hot and Sour Soup,7.75
R47934566_7,R47934566,Peking Duck,26.91
R47934566_8,R47934566,Chow Mein,15.48
R47934566_9,R47934566,General Tso's Chicken,13.34
R47934566_10,R47934566,Egg Drop Soup,7.05
R47934566_11,R47934566,Szechuan Beef,14.92
R47934566_12,R47934566,Lo Mein,9.99
R47934566_13,R47934566,Orange Chicken,15.99
R47934566_14,R47934566,Mapo Tofu,13.75
R47934566_15,R47934566,Moo Shu Pork,10.67
R29321284_1,R29321284,Croissant,3.6
R29321284_2,R29321284,Baguette,2.1
R29321284_3,R29321284,Ratatouille,13.27
R29321284_4,R29321284,Crepes,6.75
R29321284_5,R29321284,Quiche,11.17
R29321284_6,R29321284,Bouillabaisse,13.34
R29321284_7,R29321284,Coq au Vin,19.35
R29321284_8,R29321284,Escargot,10.69
R29321284_9,R29321284,Beef Bourguignon,19.79
R29321284_10,R29321284,Macarons,7.36
R29321284_11,R29321284,Souffle,6.4
R29321284_12,R29321284,Croque Monsieur,11.61
R29321284_13,R29321284,Nicoise Salad,13.89
R29321284_14,R29321284,Creme Brulee,7.45
R29321284_15,R29321284,Tarte Tatin,9.76
R98263381_1,R98263381,Tacos,10.15
R98263381_2,R98263381,Burritos,12.68
R98263381_3,R98263381,Enchiladas,13.86
R98263381_4,R98263381,Quesadillas,7.46
R98263381_5,R98263381,Nachos,10.41
R98263381_6,R98263381,Fajitas,13.12
R98263381_7,R98263381,Guacamole,5.71
R98263381_8,R98263381,Churros,5.88
R98263381_9,R98263381,Tamales,9.89
R98263381_10,R98263381,Tortilla Soup,6.4
R98263381_11,R98263381,Carnitas,10.08
R98263381_12,R98263381,Chimichangas,9.73
R98263381_13,R98263381,Huevos Rancheros,6.99
R98263381_14,R98263381,Salsa,4.82
R98263381_15,R98263381,Pozole,12.96
R20257345_1,R20257345,Gyro,13.72
R20257345_2,R20257345,Souvlaki,13.28
R20257345_3,R20257345,Moussaka,12.44
R20257345_4,R20257345,Spanakopita,8.61
R20257345_5,R20257345,Greek Salad,7.6
R20257345_6,R20257345,Baklava,6.81
R20257345_7,R20257345,Tzatziki,4.72
R20257345_8,R20257345,Dolmades,5.14
R20257345_9,R20257345,Saganaki,10.85
R20257345_10,R20257345,Lamb Kleftiko,12.58
R20257345_11,R20257345,Feta Cheese,5.01
R20257345_12,R20257345,Pastitsio,15.46
R20257345_13,R20257345,Loukoumades,5.69
R20257345_14,R20257345,Taramasalata,6.07
R20257345_15,R20257345,Galaktoboureko,5.52
R88182129_1,R88182129,Croissant,4.41
R88182129_2,R88182129,Baguette,1.82
R88182129_3,R88182129,Ratatouille,10.3
R88182129_4,R88182129,Crepes,7.61
R88182129_5,R88182129,Quiche,12.25
R88182129_6,R88182129,Bouillabaisse,21.58
R88182129_7,R88182129,Coq au Vin,21.0
R88182129_8,R88182129,Escargot,15.69
R88182129_9,R88182129,Beef Bourguignon,14.89
R88182129_10,R88182129,Macarons,5.09
R88182129_11,R88182129,Souffle,9.06
R88182129_12,R88182129,Croque Monsieur,10.47
R88182129_13,R88182129,Nicoise Salad,13.89
R88182129_14,R88182129,Creme Brulee,9.61
R88182129_15,R88182129,Tarte Tatin,9.8
R36103338_1,R36103338,Pad Thai,13.45
R36103338_2,R36103338,Green Curry,13.11
R36103338_3,R36103338,Tom Yum Soup,9.77
R36103338_4,R36103338,Massaman Curry,18.34
R36103338_5,R36103338,Satay,9.1
R36103338_6,R36103338,Som Tum,8.44
R36103338_7,R36103338,Pad See Ew,8.56
R36103338_8,R36103338,Mango Sticky Rice,5.66
R36103338_9,R36103338,Red Curry,11.08
R36103338_10,R36103338,Panang Curry,18.16
R36103338_11,R36103338,Thai Fried Rice,8.3
R36103338_12,R36103338,Larb,10.03
R36103338_13,R36103338,Tom Kha Gai,5.99
R36103338_14,R36103338,Spring Rolls,5.21
R36103338_15,R36103338,Fish Cakes,9.5
R79712703_1,R79712703,Paella,17.26
R79712703_2,R79712703,Tapas,9.62
R79712703_3,R79712703,Churros,5.51
R79712703_4,R79712703,Tortilla Espanola,8.39
R79712703_5,R79712703,Gazpacho,8.96
R79712703_6,R79712703,Patatas Bravas,9.6
R79712703_7,R79712703,Jamon Iberico,18.66
R79712703_8,R79712703,Pisto,10.87
R79712703_9,R79712703,Croquetas,10.27
R79712703_10,R79712703,Albondigas,9.17
R79712703_11,R79712703,Pulpo a la Gallega,15.49
R79712703_12,R79712703,Empanadas,6.24
R79712703_13,R79712703,Crema Catalana,7.28
R79712703_14,R79712703,Manchego Cheese,10.76
R79712703_15,R79712703,Pimientos de Padron,9.02
R90587079_1,R90587079,Butter Chicken,21.79
R90587079_2,R90587079,Tandoori Chicken,18.71
R90587079_3,R90587079,Paneer Tikka,11.28
R90587079_4,R90587079,Naan,4.58
